product_key,product_name,product_category,product_subcategory,product_container,product_base_margin
923,Xerox 1933,Office Supplies,Paper,Small Box,0.38
924,Accessory15,Technology,Telephones and Communication,Small Pack,0.83
925,Tennsco Regal Shelving Units,Office Supplies,Storage & Organization,Large Box,0.82
926,Fuji Slim Jewel Case CD-R,Technology,Computer Peripherals,Small Pack,0.55
927,Self-Adhesive Removable Labels,Office Supplies,Labels,Small Box,0.37
928,KH 688,Technology,Telephones and Communication,Small Box,0.57
929,Plastic Binding Combs,Office Supplies,Binders and Binder Accessories,Small Box,0.38
930,TIMEPORT P8767,Technology,Telephones and Communication,Small Box,0.57
931,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Pens & Art Supplies,Wrap Bag,0.46
932,Super Decoflex Portable Personal File,Office Supplies,Storage & Organization,Small Box,0.57
933,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,Large Box,0.56
934,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,Jumbo Box,0.75
935,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56
936,T60,Technology,Telephones and Communication,Small Box,0.56
937,OIC Bulk Pack Metal Binder Clips,Office Supplies,Rubber Bands,Wrap Bag,0.39
938,Xerox 1908,Office Supplies,Paper,Small Box,0.36
939,Xerox 1948,Office Supplies,Paper,Small Box,0.4
940,Epson C62 Color Inkjet Printer,Technology,Office Machines,Jumbo Box,0.35
941,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders and Binder Accessories,Small Box,0.35
942,2160,Technology,Telephones and Communication,Small Box,0.57
943,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,Wrap Bag,0.38
944,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs & Chairmats,Jumbo Drum,0.55
945,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Office Furnishings,Large Box,0.57
946,Staples 1 Part Blank Computer Paper,Office Supplies,Paper,Small Box,0.36
947,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Office Furnishings,Small Pack,0.43
948,Newell 339,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
949,Acme Galleria Hot Forged Steel Scissors with Colored Handles,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56
950,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Office Furnishings,Large Box,0.55
951,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,Small Box,0.56
952,Xerox 216,Office Supplies,Paper,Small Box,0.37
953,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs & Chairmats,Jumbo Drum,0.59
954,Acco D-Ring Binder w/DublLock,Office Supplies,Binders and Binder Accessories,Small Box,0.36
955,Fellowes High-Stak Drawer Files,Office Supplies,Storage & Organization,Small Box,0.62
956,Document Clip Frames,Furniture,Office Furnishings,Wrap Bag,0.43
957,Xerox 221,Office Supplies,Paper,Small Box,0.37
958,Staples Gold Paper Clips,Office Supplies,Rubber Bands,Wrap Bag,0.39
959,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage & Organization,Small Box,0.83
960,Okidata ML591 Wide Format Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.56
961,Xerox 1917,Office Supplies,Paper,Small Box,0.38
962,Xerox 1959,Office Supplies,Paper,Small Box,0.37
963,Phone 918,Technology,Telephones and Communication,Small Box,0.59
964,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders and Binder Accessories,Small Box,0.37
965,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage & Organization,Small Box,0.61
966,Global Deluxe Office Fabric Chairs,Furniture,Chairs & Chairmats,Jumbo Drum,0.58
967,Accessory28,Technology,Telephones and Communication,Small Pack,0.83
968,600 Series Non-Flip,Technology,Telephones and Communication,Small Box,0.57
969,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,Small Box,0.38
970,Staples Bulk Pack Metal Binder Clips,Office Supplies,Rubber Bands,Wrap Bag,0.35
971,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders and Binder Accessories,Small Box,0.36
972,Fellowes Binding Cases,Office Supplies,Binders and Binder Accessories,Small Box,0.4
973,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Office Supplies,Paper,Wrap Bag,0.38
974,Letter Slitter,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,0.82
975,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage & Organization,Small Box,0.55
976,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders and Binder Accessories,Small Box,0.39
977,Xerox 229,Office Supplies,Paper,Small Box,0.37
978,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,Paper,Wrap Bag,0.39
979,GBC Durable Plastic Covers,Office Supplies,Binders and Binder Accessories,Small Box,0.39
980,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,Binders and Binder Accessories,Small Box,0.36
981,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Furniture,Office Furnishings,Small Box,0.57
982,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Office Furnishings,Small Box,0.54
983,Ibico Presentation Index for Binding Systems,Office Supplies,Binders and Binder Accessories,Small Box,0.38
984,Canon PC1080F Personal Copier,Technology,Copiers and Fax,Large Box,0.5
985,Xerox 191,Office Supplies,Paper,Small Box,0.38
986,Avery Hanging File Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.39
987,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,Small Box,0.55
988,Ultra Door Push Plate,Furniture,Office Furnishings,Small Pack,0.52
989,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Pens & Art Supplies,Small Box,0.59
990,Acme Design Stainless Steel Bent Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.58
991,Canon Imageclass D680 Copier / Fax,Technology,Copiers and Fax,Large Box,0.54
992,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders and Binder Accessories,Small Box,0.39
993,Avery 503,Office Supplies,Labels,Small Box,0.37
994,"Master Caster Door Stop, Large Neon Orange",Furniture,Office Furnishings,Wrap Bag,0.42
995,Hon 4060 Series Tables,Furniture,Tables,Large Box,0.63
996,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,Wrap Bag,0.39
997,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Pens & Art Supplies,Wrap Bag,0.51
998,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,Small Box,0.59
999,Avery 508,Office Supplies,Labels,Small Box,0.36
1000,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,Small Box,0.6
1001,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,Office Furnishings,Jumbo Drum,0.62
1002,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,Appliances,Small Box,0.59
1003,Accessory1,Technology,Telephones and Communication,Small Pack,0.36
1004,Acme Kleencut Forged Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.55
1005,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Furniture,Chairs & Chairmats,Medium Box,0.6
1006,Staples Pushpins,Office Supplies,Rubber Bands,Wrap Bag,0.5
1007,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders and Binder Accessories,Small Box,0.38
1008,Acme Elite Stainless Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
1009,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,Small Box,0.58
1010,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Office Supplies,Paper,Small Box,0.37
1011,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.59
1012,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Small Box,0.56
1013,Large Capacity Hanging Post Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.39
1014,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,Office Furnishings,Wrap Bag,0.67
1015,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Pens & Art Supplies,Wrap Bag,0.52
1016,Sensible Storage WireTech Storage Systems,Office Supplies,Storage & Organization,Large Box,0.8
1017,Balt Solid Wood Rectangular Table,Furniture,Tables,Jumbo Box,0.75
1018,6162m,Technology,Telephones and Communication,Small Box,0.57
1019,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs & Chairmats,Jumbo Drum,0.61
1020,Avery 484,Office Supplies,Labels,Small Box,0.36
1021,5170,Technology,Telephones and Communication,Small Box,0.59
1022,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs & Chairmats,Jumbo Drum,0.6
1023,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,Small Box,0.59
1024,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,Wrap Bag,0.4
1025,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,Jumbo Box,0.7
1026,Decoflex Hanging Personal Folder File,Office Supplies,Storage & Organization,Small Box,0.59
1027,Advantus SlideClip Paper Clips,Office Supplies,Rubber Bands,Wrap Bag,0.37
1028,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,Wrap Bag,0.36
1029,Safco Industrial Wire Shelving,Office Supplies,Storage & Organization,Large Box,0.39
1030,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders and Binder Accessories,Small Box,0.38
1031,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs & Chairmats,Jumbo Drum,0.56
1032,2190,Technology,Telephones and Communication,Small Box,0.56
1033,Xerox 1916,Office Supplies,Paper,Small Box,0.35
1034,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,Small Box,0.36
1035,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Copiers and Fax,Large Box,0.5
1036,"Polycom Soundstation EX Audio-Conferencing Telephone, Black",Technology,Office Machines,Medium Box,0.36
1037,Xerox 1895,Office Supplies,Paper,Small Box,0.4
1038,V70,Technology,Telephones and Communication,Small Box,0.59
1039,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,Small Box,0.4
1040,Storex Dura Pro Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.38
1041,Newell 31,Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
1042,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,Paper,Wrap Bag,0.39
1043,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage & Organization,Small Box,0.81
1044,TimeportP7382,Technology,Telephones and Communication,Small Box,0.56
1045,Avery 501,Office Supplies,Labels,Small Box,0.38
1046,Portfile Personal File Boxes,Office Supplies,Storage & Organization,Small Box,0.59
1047,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage & Organization,Large Box,0.84
1048,Quality Park Security Envelopes,Office Supplies,Envelopes,Small Box,0.38
1049,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",Technology,Computer Peripherals,Small Pack,0.46
1050,Rubber Band Ball,Office Supplies,Rubber Bands,Wrap Bag,0.83
1051,Hon Valutask Swivel Chairs,Furniture,Chairs & Chairmats,Jumbo Drum,0.69
1052,i1000plus,Technology,Telephones and Communication,Small Box,0.57
1053,Sauder Camden County Collection Library,Furniture,Bookcases,Jumbo Box,0.65
1054,Prang Dustless Chalk Sticks,Office Supplies,Pens & Art Supplies,Wrap Bag,0.35
1055,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage & Organization,Small Box,0.66
1056,Xerox 1888,Office Supplies,Paper,Small Box,0.37
1057,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag,0.4
1058,Newell 325,Office Supplies,Pens & Art Supplies,Wrap Bag,0.55
1059,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
1060,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Pens & Art Supplies,Wrap Bag,0.46
1061,Staples Colored Interoffice Envelopes,Office Supplies,Envelopes,Small Box,0.36
1062,Xerox 1964,Office Supplies,Paper,Small Box,0.39
1063,Xerox 1880,Office Supplies,Paper,Small Box,0.38
1064,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Office Furnishings,Large Box,0.79
1065,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,Wrap Bag,0.36
1066,"TDK 4.7GB DVD-R Spindle, 15/Pack",Technology,Computer Peripherals,Small Pack,0.42
1067,Xerox 2,Office Supplies,Paper,Small Box,0.37
1068,i600,Technology,Telephones and Communication,Small Box,0.56
1069,Hon 61000 Series Interactive Training Tables,Furniture,Tables,Jumbo Box,0.67
1070,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Technology,Computer Peripherals,Small Pack,0.45
1071,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Pens & Art Supplies,Wrap Bag,0.41
1072,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",Technology,Office Machines,Jumbo Drum,0.4
1073,Xerox 1991,Office Supplies,Paper,Small Box,0.39
1074,Trimflex Flexible Post Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.37
1075,Tenex Antistatic Computer Chair Mats,Furniture,Office Furnishings,Medium Box,0.75
1076,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Pens & Art Supplies,Small Box,0.56
1077,Iris Project Case,Office Supplies,Storage & Organization,Medium Box,0.59
1078,Xerox 1961,Office Supplies,Paper,Small Box,0.38
1079,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,Jumbo Box,0.71
1080,Crayola Colored Pencils,Office Supplies,Pens & Art Supplies,Wrap Bag,0.52
1081,4009 Highlighters by Sanford,Office Supplies,Pens & Art Supplies,Wrap Bag,0.52
1082,282,Technology,Telephones and Communication,Small Box,0.56
1083,DMI Eclipse Executive Suite Bookcases,Furniture,Bookcases,Jumbo Box,0.66
1084,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Pens & Art Supplies,Small Pack,0.58
1085,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,Small Box,0.56
1086,Advantus Push Pins,Office Supplies,Rubber Bands,Wrap Bag,0.44
1087,V3682,Technology,Telephones and Communication,Small Box,0.59
1088,Astroparche Fine Business Paper,Office Supplies,Paper,Small Box,0.37
1089,Xerox 1951,Office Supplies,Paper,Small Box,0.4
1090,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Technology,Computer Peripherals,Small Pack,0.74
1091,Maxell 4.7GB DVD-R,Technology,Computer Peripherals,Small Pack,0.51
1092,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Office Furnishings,Large Box,0.56
1093,Accohide Poly Flexible Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.35
1094,Avery File Folder Labels,Office Supplies,Labels,Small Box,0.36
1095,Balt Split Level Computer Training Table,Furniture,Tables,Jumbo Box,0.74
1096,SC-3160,Technology,Telephones and Communication,Small Box,0.59
1097,"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Technology,Computer Peripherals,Small Pack,0.69
1098,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Office Furnishings,Small Pack,0.43
1099,Regeneration Desk Collection,Furniture,Office Furnishings,Small Box,0.41
1100,Xerox 1996,Office Supplies,Paper,Small Box,0.37
1101,Verbatim 4.7GB DVD-R,Technology,Computer Peripherals,Small Pack,0.41
1102,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage & Organization,Small Box,0.57
1103,Global Leather Executive Chair,Furniture,Chairs & Chairmats,Jumbo Drum,0.55
1104,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,Jumbo Box,0.63
1105,"Seth Thomas 8 1/2"" Cubicle Clock",Furniture,Office Furnishings,Small Box,0.53
1106,Lumber Crayons,Office Supplies,Pens & Art Supplies,Wrap Bag,0.47
1107,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Small Box,0.59
1108,Xerox 200,Office Supplies,Paper,Small Box,0.37
1109,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers and Fax,Large Box,0.4
1110,Hon Rectangular Conference Tables,Furniture,Tables,Jumbo Box,0.68
1111,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders and Binder Accessories,Small Box,0.36
1112,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Office Furnishings,Medium Box,0.54
1113,Acco Keyboard-In-A-Box,Technology,Computer Peripherals,Small Box,0.78
1114,"Post-it ÒImportant MessageÓ Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,Wrap Bag,0.37
1115,Xerox 1963,Office Supplies,Paper,Small Box,0.4
1116,Computer Printout Index Tabs,Office Supplies,Binders and Binder Accessories,Small Box,0.37
1117,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,Jumbo Box,0.6
1118,Advantus Rolling Storage Box,Office Supplies,Storage & Organization,Small Box,0.58
1119,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage & Organization,Small Box,0.58
1120,Microsoft Office Keyboard,Technology,Computer Peripherals,Small Box,0.64
1121,DAX Cubicle Frames - 8x10,Furniture,Office Furnishings,Medium Box,0.55
1122,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,Small Box,0.59
1123,"IBM Numeric Access II Keypad, 17-Key, Black",Technology,Computer Peripherals,Small Box,0.75
1124,Xerox 1981,Office Supplies,Paper,Small Box,0.4
1125,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Office Furnishings,Small Box,0.54
1126,36X48 HARDFLOOR CHAIRMAT,Furniture,Office Furnishings,Medium Box,0.78
1127,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies,Storage & Organization,Small Box,0.58
1128,ELITE Series,Technology,Telephones and Communication,Small Box,0.58
1129,OIC Thumb-Tacks,Office Supplies,Rubber Bands,Wrap Bag,0.38
1130,Gyration Ultra Professional Cordless Optical Suite,Technology,Computer Peripherals,Small Box,0.48
1131,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances,Medium Box,0.5
1132,#6 3/4 Gummed Flap White Envelopes,Office Supplies,Envelopes,Small Box,0.37
1133,Grip Seal Envelopes,Office Supplies,Envelopes,Small Box,0.38
1134,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders and Binder Accessories,Small Box,0.4
1135,Polycom ViewStation ISDN Videoconferencing Unit,Technology,Office Machines,Large Box,0.39
1136,"Master Big Foot Doorstop, Beige",Furniture,Office Furnishings,Wrap Bag,0.54
1137,US Robotics 56K V.92 Internal PCI Faxmodem,Technology,Computer Peripherals,Small Box,0.45
1138,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.39
1139,Xerox 19,Office Supplies,Paper,Small Box,0.4
1140,GBC Plastic Binding Combs,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1141,"Computer Room Manger, 14""",Furniture,Office Furnishings,Small Box,0.49
1142,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders and Binder Accessories,Small Box,0.39
1143,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Technology,Computer Peripherals,Small Pack,0.68
1144,Panasonic KX-P2130 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.59
1145,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
1146,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders and Binder Accessories,Small Box,0.37
1147,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders and Binder Accessories,Small Box,0.4
1148,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Office Furnishings,Small Pack,0.37
1149,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders and Binder Accessories,Small Box,0.38
1150,"Eldon 300 Class Desk Accessories, Black",Furniture,Office Furnishings,Small Box,0.41
1151,Xerox 1968,Office Supplies,Paper,Small Box,0.37
1152,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs & Chairmats,Jumbo Drum,0.57
1153,Acme Preferred Stainless Steel Scissors,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,0.56
1154,StarTAC 7797,Technology,Telephones and Communication,Small Box,0.55
1155,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,Small Box,0.56
1156,Xerox 207,Office Supplies,Paper,Small Box,0.37
1157,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Pens & Art Supplies,Wrap Bag,0.38
1158,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,Jumbo Box,0.78
1159,Xerox 231,Office Supplies,Paper,Small Box,0.37
1160,Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,Storage & Organization,Large Box,0.83
1161,Staples Surge Protector 6 outlet,Office Supplies,Appliances,Small Box,0.58
1162,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Pens & Art Supplies,Small Pack,0.55
1163,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,Small Box,0.6
1164,Ibico EPK-21 Electric Binding System,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1165,Avery 511,Office Supplies,Labels,Small Box,0.37
1166,Xerox 215,Office Supplies,Paper,Small Box,0.37
1167,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Pens & Art Supplies,Wrap Bag,0.51
1168,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,Small Box,0.57
1169,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Pens & Art Supplies,Wrap Bag,0.57
1170,Xerox 1998,Office Supplies,Paper,Small Box,0.37
1171,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,Wrap Bag,0.4
1172,"6"" Cubicle Wall Clock, Black",Furniture,Office Furnishings,Small Box,0.49
1173,"Eldon Imge Series Desk Accessories, Clear",Furniture,Office Furnishings,Small Box,0.42
1174,Fellowes Officeware Wire Shelving,Office Supplies,Storage & Organization,Large Box,0.83
1175,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Office Furnishings,Small Box,0.56
1176,Economy Rollaway Files,Office Supplies,Storage & Organization,Small Box,0.59
1177,Alliance Rubber Bands,Office Supplies,Rubber Bands,Wrap Bag,0.81
1178,"File Shuttle II and Handi-File, Black",Office Supplies,Storage & Organization,Small Box,0.6
1179,Round Specialty Laser Printer Labels,Office Supplies,Labels,Small Box,0.38
1180,Eldon 500 Class Desk Accessories,Furniture,Office Furnishings,Wrap Bag,0.52
1181,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",Furniture,Bookcases,Jumbo Box,0.71
1182,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Office Furnishings,Small Pack,0.4
1183,"Staples 10"" Round Wall Clock",Furniture,Office Furnishings,Small Box,0.41
1184,Epson LQ-870 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.59
1185,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,Wrap Bag,0.4
1186,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage & Organization,Small Box,0.6
1187,Canon F603 Scientific Calculator,Technology,Office Machines,Medium Box,0.36
1188,Newell 329,Office Supplies,Pens & Art Supplies,Wrap Bag,0.59
1189,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Pens & Art Supplies,Wrap Bag,0.46
1190,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage & Organization,Small Box,0.75
1191,"Adams Telephone Message Books, 5 1/4Ó x 11Ó",Office Supplies,Paper,Wrap Bag,0.38
1192,Xerox 195,Office Supplies,Paper,Small Box,0.37
1193,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Office Furnishings,Medium Box,0.64
1194,Xerox 1954,Office Supplies,Paper,Small Box,0.4
1195,V2397,Technology,Telephones and Communication,Small Box,0.58
1196,Epson FX-980 Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.59
1197,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders and Binder Accessories,Small Box,0.39
1198,Soundgear TeleForum DX Desktop Conference Phone,Technology,Office Machines,Medium Box,0.38
1199,i270,Technology,Telephones and Communication,Small Box,0.55
1200,Steel Personal Filing/Posting Tote,Office Supplies,Storage & Organization,Small Box,0.58
1201,JM Magazine Binder,Office Supplies,Binders and Binder Accessories,Small Box,0.37
1202,Xerox 1926,Office Supplies,Paper,Small Box,0.38
1203,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,Wrap Bag,0.38
1204,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies,Labels,Small Box,0.37
1205,Luxo Adjustable Task Clamp Lamp,Furniture,Office Furnishings,Large Box,0.59
1206,Sanford Pocket Accent Highlighters,Office Supplies,Pens & Art Supplies,Wrap Bag,0.42
1207,Contemporary Wood/Metal Frame,Furniture,Office Furnishings,Small Box,0.5
1208,Advantus Panel Wall Acrylic Frame,Furniture,Office Furnishings,Small Pack,0.42
1209,Avery 516,Office Supplies,Labels,Small Box,0.38
1210,Newell 332,Office Supplies,Pens & Art Supplies,Wrap Bag,0.58
1211,Acco 3-Hole Punch,Office Supplies,Binders and Binder Accessories,Small Box,0.37
1212,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,Small Box,0.59
1213,GBC ProClick Punch Binding System,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1214,GBC Poly Designer Binding Covers,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1215,Southworth Structures Collection,Office Supplies,Paper,Small Box,0.35
1216,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders and Binder Accessories,Small Box,0.36
1217,Epson FX-2180 Wide Format Dot Matrix Printer,Technology,Office Machines,Jumbo Drum,0.57
1218,Xerox 1988,Office Supplies,Paper,Small Box,0.4
1219,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,Small Box,0.58
1220,Hewlett Packard 6S Scientific Calculator,Technology,Office Machines,Medium Box,0.39
1221,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Pens & Art Supplies,Wrap Bag,0.42
1222,Newell 308,Office Supplies,Pens & Art Supplies,Wrap Bag,0.6
